onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.25, 0.27, 0.26, 1.00, 0.02, 0.00, 0.00
ont_2_music, 0.29, 0.33, 0.30, 1.00, 0.04, 0.00, 0.04
ont_3_sport, 0.41, 0.44, 0.42, 1.00, 0.00, 0.00, 0.06
ont_4_book, 0.20, 0.30, 0.23, 1.00, 0.00, 0.00, 0.00
ont_5_military, 0.43, 0.43, 0.43, 1.00, 0.00, 0.00, 0.07
ont_6_computer, 0.50, 0.50, 0.50, 0.85, 0.00, 0.15, 0.05
ont_7_space, 0.70, 0.70, 0.70, 1.00, 0.00, 0.00, 0.20
ont_8_politics, 0.50, 0.50, 0.50, 1.00, 0.08, 0.00, 0.08
ont_9_nature, 0.70, 0.70, 0.70, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
