onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.06, 0.42, 0.10, 0.61, 0.03, 0.39, 0.02
ont_2_music, 0.06, 0.44, 0.11, 0.56, 0.02, 0.44, 0.01
ont_3_sport, 0.04, 0.31, 0.07, 0.43, 0.05, 0.57, 0.06
ont_4_book, 0.06, 0.45, 0.11, 0.51, 0.02, 0.49, 0.02
ont_5_military, 0.03, 0.29, 0.05, 0.08, 0.07, 0.92, 0.16
ont_6_computer, 0.08, 0.70, 0.14, 0.37, 0.03, 0.63, 0.08
ont_7_space, 0.04, 0.30, 0.07, 0.17, 0.16, 0.83, 0.10
ont_8_politics, 0.06, 0.50, 0.10, 0.48, 0.02, 0.52, 0.03
ont_9_nature, 0.06, 0.45, 0.10, 0.43, 0.04, 0.57, 0.02
ont_10_culture, 0.01, 0.12, 0.02, 0.18, 0.00, 0.82, 0.00
