median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.135897, 0.284615, 0.183333, 0.493750, 0.000000, 0.506250, 0.009259
wikidata_tekgen, verified, 0.191804, 0.299850, 0.239462, 0.497113, 0.009594, 0.502887, 0.012045
wikidata_tekgen, all, 0.156752, 0.267170, 0.182860, 0.431104, 0.010577, 0.568896, 0.011914
dbpedia_webnlg, all, 0.033551, 0.035948, 0.033624, 0.294923, 0.000000, 0.705077, 0.005952

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.109524, 0.223214, 0.146726, 0.328125, 0.000000, 0.360417, 0.000000
wikidata_tekgen, verified, 0.141516, 0.266865, 0.175954, 0.375064, 0.007957, 0.441732, 0.007033
wikidata_tekgen, all, 0.118626, 0.229934, 0.156700, 0.330355, 0.007876, 0.503135, 0.007348
dbpedia_webnlg, all, 0.013386, 0.016125, 0.015402, 0.178885, 0.000000, 0.604118, 0.000000

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.165123, 0.333333, 0.220679, 0.639583, 0.046875, 0.671875, 0.068750
wikidata_tekgen, verified, 0.234624, 0.416637, 0.271491, 0.558268, 0.011951, 0.624936, 0.020298
wikidata_tekgen, all, 0.199889, 0.323157, 0.226261, 0.496865, 0.012262, 0.669645, 0.017268
dbpedia_webnlg, all, 0.115356, 0.116676, 0.111987, 0.395882, 0.008089, 0.821115, 0.013889

