median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.102299, 0.325000, 0.152840, 0.507723, 0.017593, 0.492277, 0.004808
wikidata_tekgen, verified, 0.144781, 0.345217, 0.211245, 0.480082, 0.013357, 0.519918, 0.011518
wikidata_tekgen, all, 0.120712, 0.307340, 0.172212, 0.410214, 0.018571, 0.589786, 0.015784
dpedia_webnlg, all, 0.043978, 0.068627, 0.042604, 0.334133, 0.005512, 0.665867, 0.009524

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.063095, 0.234788, 0.099286, 0.293854, 0.002404, 0.408333, 0.000000
wikidata_tekgen, verified, 0.100753, 0.292535, 0.145386, 0.361170, 0.009833, 0.459914, 0.007638
wikidata_tekgen, all, 0.097190, 0.261754, 0.140295, 0.310625, 0.012630, 0.507440, 0.011023
dpedia_webnlg, all, 0.022448, 0.034701, 0.028114, 0.171740, 0.000000, 0.591779, 0.005064

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.127244, 0.433654, 0.196058, 0.591667, 0.028333, 0.706146, 0.033333
wikidata_tekgen, verified, 0.188047, 0.457261, 0.231794, 0.540086, 0.018882, 0.638830, 0.020717
wikidata_tekgen, all, 0.156695, 0.362144, 0.191172, 0.492560, 0.027982, 0.689375, 0.019118
dpedia_webnlg, all, 0.102147, 0.115607, 0.107708, 0.408221, 0.009977, 0.828260, 0.016109

