onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.11, 0.11, 0.10, 0.35, 0.00, 0.65, 0.00
ont_2_musicalwork, 0.00, 0.00, 0.00, 0.31, 0.02, 0.69, 0.00
ont_3_airport, 0.04, 0.05, 0.04, 0.29, 0.00, 0.71, 0.01
ont_4_building, 0.12, 0.16, 0.13, 0.40, 0.00, 0.60, 0.00
ont_5_athlete, 0.02, 0.03, 0.02, 0.03, 0.00, 0.97, 0.01
ont_6_politician, 0.03, 0.04, 0.03, 0.19, 0.01, 0.81, 0.01
ont_7_company, 0.01, 0.01, 0.01, 0.17, 0.00, 0.83, 0.00
ont_8_celestialbody, 0.00, 0.00, 0.00, 0.01, 0.00, 0.99, 0.01
ont_9_astronaut, 0.03, 0.03, 0.03, 0.03, 0.00, 0.97, 0.01
ont_10_comicscharacter, 0.13, 0.12, 0.13, 0.63, 0.01, 0.37, 0.02
ont_11_meanoftransportation, 0.09, 0.11, 0.09, 0.46, 0.01, 0.54, 0.03
ont_12_monument, 0.02, 0.04, 0.03, 0.40, 0.00, 0.60, 0.00
ont_13_food, 0.06, 0.07, 0.06, 0.33, 0.01, 0.67, 0.03
ont_14_writtenwork, 0.13, 0.16, 0.14, 0.55, 0.01, 0.45, 0.02
ont_15_sportsteam, 0.10, 0.11, 0.10, 0.34, 0.01, 0.66, 0.01
ont_16_city, 0.09, 0.16, 0.11, 0.42, 0.01, 0.58, 0.03
ont_17_artist, 0.21, 0.20, 0.20, 0.50, 0.00, 0.50, 0.01
ont_18_scientist, 0.03, 0.06, 0.04, 0.12, 0.01, 0.88, 0.01
ont_19_film, 0.02, 0.07, 0.03, 0.18, 0.01, 0.82, 0.01
