onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.32, 0.12, 0.16, 1.00, 0.00, 0.00, 0.00
ont_2_musicalwork, 0.01, 0.00, 0.01, 1.00, 0.01, 0.00, 0.00
ont_3_airport, 0.08, 0.05, 0.05, 1.00, 0.00, 0.00, 0.00
ont_4_building, 0.24, 0.16, 0.18, 1.00, 0.00, 0.00, 0.00
ont_5_athlete, 0.04, 0.03, 0.03, 1.00, 0.00, 0.00, 0.02
ont_6_politician, 0.05, 0.04, 0.04, 1.00, 0.01, 0.00, 0.02
ont_7_company, 0.02, 0.01, 0.02, 1.00, 0.00, 0.00, 0.00
ont_8_celestialbody, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
ont_9_astronaut, 0.10, 0.03, 0.05, 1.00, 0.00, 0.00, 0.00
ont_10_comicscharacter, 0.21, 0.13, 0.16, 1.00, 0.00, 0.00, 0.03
ont_11_meanoftransportation, 0.15, 0.11, 0.12, 1.00, 0.01, 0.00, 0.03
ont_12_monument, 0.07, 0.04, 0.04, 1.00, 0.00, 0.00, 0.00
ont_13_food, 0.13, 0.07, 0.09, 1.00, 0.02, 0.00, 0.03
ont_14_writtenwork, 0.20, 0.16, 0.17, 1.00, 0.01, 0.00, 0.03
ont_15_sportsteam, 0.20, 0.12, 0.14, 1.00, 0.00, 0.00, 0.01
ont_16_city, 0.14, 0.16, 0.14, 1.00, 0.01, 0.00, 0.06
ont_17_artist, 0.36, 0.21, 0.25, 1.00, 0.00, 0.00, 0.00
ont_18_scientist, 0.08, 0.06, 0.06, 1.00, 0.00, 0.00, 0.01
ont_19_film, 0.05, 0.07, 0.05, 1.00, 0.00, 0.00, 0.01
