onto, P, R, F1, OC, SH, RH, OH
ont_1_movie,    0.19, 0.23, 0.20, 1.00, 0.04, 0.00, 0.04
ont_2_music,    0.33, 0.41, 0.35, 1.00, 0.04, 0.00, 0.09
ont_3_sport,    0.27, 0.38, 0.30, 0.96, 0.02, 0.04, 0.11
ont_4_book,     0.27, 0.50, 0.34, 1.00, 0.08, 0.00, 0.00
ont_5_military, 0.50, 0.50, 0.50, 1.00, 0.00, 0.00, 0.07
ont_6_computer, 0.55, 0.55, 0.55, 0.70, 0.00, 0.30, 0.05
ont_7_space,    0.85, 0.90, 0.87, 1.00, 0.00, 0.00, 0.25
ont_8_politics, 0.42, 0.42, 0.42, 1.00, 0.00, 0.00, 0.08
ont_9_nature,   0.85, 0.85, 0.85, 1.00, 0.00, 0.00, 0.05
ont_10_culture, 0.81, 0.88, 0.83, 1.00, 0.00, 0.00, 0.00
