onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.18, 0.23, 0.19, 1.00, 0.00, 0.00, 0.01
ont_2_music, 0.35, 0.37, 0.36, 1.00, 0.00, 0.00, 0.00
ont_3_sport, 0.41, 0.44, 0.42, 1.00, 0.06, 0.00, 0.12
ont_4_book, 0.20, 0.35, 0.24, 1.00, 0.00, 0.00, 0.00
ont_5_military, 0.64, 0.64, 0.64, 1.00, 0.00, 0.00, 0.14
ont_6_computer, 0.50, 0.50, 0.50, 0.80, 0.00, 0.20, 0.05
ont_7_space, 0.70, 0.70, 0.70, 1.00, 0.00, 0.00, 0.20
ont_8_politics, 0.17, 0.17, 0.17, 1.00, 0.00, 0.00, 0.08
ont_9_nature, 0.55, 0.55, 0.55, 1.00, 0.00, 0.00, 0.00
ont_10_culture, 0.62, 0.62, 0.62, 1.00, 0.00, 0.00, 0.00
