onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.57, 0.38, 0.44, 1.00, 0.00, 0.00, 0.02
ont_2_musicalwork, 0.30, 0.27, 0.28, 0.99, 0.31, 0.01, 0.13
ont_3_airport, 0.41, 0.29, 0.33, 1.00, 0.00, 0.00, 0.12
ont_4_building, 0.54, 0.38, 0.43, 1.00, 0.00, 0.00, 0.08
ont_5_athlete, 0.50, 0.42, 0.45, 1.00, 0.00, 0.00, 0.13
ont_6_politician, 0.59, 0.44, 0.49, 1.00, 0.02, 0.00, 0.14
ont_7_company, 0.58, 0.50, 0.53, 1.00, 0.11, 0.00, 0.29
ont_8_celestialbody, 0.76, 0.65, 0.69, 1.00, 0.00, 0.00, 0.26
ont_9_astronaut, 0.68, 0.57, 0.61, 1.00, 0.01, 0.00, 0.22
ont_10_comicscharacter, 0.52, 0.49, 0.50, 1.00, 0.63, 0.00, 0.24
ont_11_meanoftransportation, 0.40, 0.29, 0.32, 1.00, 0.04, 0.00, 0.20
ont_12_monument, 0.29, 0.20, 0.22, 1.00, 0.00, 0.00, 0.02
ont_13_food, 0.65, 0.51, 0.55, 1.00, 0.01, 0.00, 0.07
ont_14_writtenwork, 0.58, 0.50, 0.53, 1.00, 0.04, 0.00, 0.16
ont_15_sportsteam, 0.59, 0.48, 0.52, 1.00, 0.00, 0.00, 0.07
ont_16_city, 0.32, 0.27, 0.28, 1.00, 0.31, 0.00, 0.15
ont_17_artist, 0.47, 0.31, 0.36, 1.00, 0.00, 0.00, 0.05
ont_18_scientist, 0.77, 0.68, 0.71, 1.00, 0.00, 0.00, 0.22
ont_19_film, 0.40, 0.34, 0.36, 1.00, 0.00, 0.00, 0.13
