onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
ont_2_music, 0.01, 0.04, 0.02, 1.00, 0.00, 0.00, 0.00
ont_3_sport, 0.08, 0.12, 0.09, 1.00, 0.05, 0.00, 0.05
ont_4_book, 0.08, 0.10, 0.08, 1.00, 0.00, 0.00, 0.00
ont_5_military, 0.11, 0.21, 0.14, 1.00, 0.04, 0.00, 0.09
ont_6_computer, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
ont_7_space, 0.01, 0.10, 0.02, 1.00, 0.17, 0.00, 0.20
ont_8_politics, 0.04, 0.17, 0.06, 1.00, 0.00, 0.00, 0.01
ont_9_nature, 0.14, 0.20, 0.16, 1.00, 0.02, 0.00, 0.01
ont_10_culture, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
