onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.56, 0.49, 0.51, 1.00, 0.00, 0.00, 0.02
ont_2_musicalwork, 0.44, 0.41, 0.42, 1.00, 0.54, 0.00, 0.23
ont_3_airport, 0.47, 0.38, 0.41, 1.00, 0.01, 0.00, 0.14
ont_4_building, 0.61, 0.50, 0.53, 1.00, 0.00, 0.00, 0.10
ont_5_athlete, 0.55, 0.52, 0.53, 1.00, 0.00, 0.00, 0.16
ont_6_politician, 0.69, 0.53, 0.58, 1.00, 0.09, 0.00, 0.20
ont_7_company, 0.70, 0.59, 0.63, 1.00, 0.00, 0.00, 0.27
ont_8_celestialbody, 0.84, 0.82, 0.83, 1.00, 0.00, 0.00, 0.37
ont_9_astronaut, 0.77, 0.67, 0.71, 1.00, 0.01, 0.00, 0.31
ont_10_comicscharacter, 0.65, 0.54, 0.57, 1.00, 0.64, 0.00, 0.17
ont_11_meanoftransportation, 0.53, 0.39, 0.43, 1.00, 0.02, 0.00, 0.26
ont_12_monument, 0.27, 0.25, 0.25, 1.00, 0.00, 0.00, 0.19
ont_13_food, 0.69, 0.58, 0.62, 1.00, 0.02, 0.00, 0.07
ont_14_writtenwork, 0.66, 0.57, 0.60, 1.00, 0.09, 0.00, 0.23
ont_15_sportsteam, 0.65, 0.54, 0.58, 1.00, 0.02, 0.00, 0.08
ont_16_city, 0.60, 0.55, 0.56, 1.00, 0.35, 0.00, 0.29
ont_17_artist, 0.44, 0.34, 0.37, 1.00, 0.00, 0.00, 0.06
ont_18_scientist, 0.77, 0.69, 0.72, 1.00, 0.00, 0.00, 0.24
ont_19_film, 0.43, 0.38, 0.39, 1.00, 0.01, 0.00, 0.17
