onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.58, 0.48, 0.51, 1.00, 0.00, 0.00, 0.02
ont_2_musicalwork, 0.48, 0.42, 0.44, 1.00, 0.52, 0.00, 0.25
ont_3_airport, 0.49, 0.41, 0.43, 1.00, 0.02, 0.00, 0.14
ont_4_building, 0.61, 0.51, 0.54, 1.00, 0.01, 0.00, 0.10
ont_5_athlete, 0.58, 0.55, 0.56, 1.00, 0.00, 0.00, 0.15
ont_6_politician, 0.69, 0.54, 0.59, 1.00, 0.08, 0.00, 0.20
ont_7_company, 0.66, 0.56, 0.59, 1.00, 0.00, 0.00, 0.29
ont_8_celestialbody, 0.85, 0.83, 0.84, 1.00, 0.00, 0.00, 0.37
ont_9_astronaut, 0.74, 0.65, 0.68, 1.00, 0.00, 0.00, 0.30
ont_10_comicscharacter, 0.61, 0.55, 0.57, 1.00, 0.49, 0.00, 0.20
ont_11_meanoftransportation, 0.51, 0.40, 0.44, 1.00, 0.01, 0.00, 0.23
ont_12_monument, 0.20, 0.20, 0.20, 1.00, 0.00, 0.00, 0.14
ont_13_food, 0.69, 0.60, 0.63, 1.00, 0.02, 0.00, 0.07
ont_14_writtenwork, 0.67, 0.60, 0.62, 1.00, 0.07, 0.00, 0.23
ont_15_sportsteam, 0.65, 0.56, 0.59, 1.00, 0.04, 0.00, 0.10
ont_16_city, 0.59, 0.56, 0.57, 1.00, 0.36, 0.00, 0.30
ont_17_artist, 0.42, 0.35, 0.37, 1.00, 0.00, 0.00, 0.07
ont_18_scientist, 0.78, 0.69, 0.72, 1.00, 0.00, 0.00, 0.23
ont_19_film, 0.41, 0.37, 0.39, 1.00, 0.00, 0.00, 0.18
