onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.61, 0.48, 0.52, 1.00, 0.00, 0.00, 0.03
ont_2_musicalwork, 0.41, 0.37, 0.38, 1.00, 0.51, 0.00, 0.21
ont_3_airport, 0.47, 0.38, 0.41, 1.00, 0.01, 0.00, 0.13
ont_4_building, 0.61, 0.47, 0.51, 1.00, 0.00, 0.00, 0.08
ont_5_athlete, 0.57, 0.50, 0.52, 1.00, 0.00, 0.00, 0.15
ont_6_politician, 0.69, 0.54, 0.59, 1.00, 0.07, 0.00, 0.18
ont_7_company, 0.70, 0.59, 0.63, 1.00, 0.02, 0.00, 0.28
ont_8_celestialbody, 0.84, 0.82, 0.83, 1.00, 0.00, 0.00, 0.36
ont_9_astronaut, 0.76, 0.66, 0.70, 1.00, 0.01, 0.00, 0.29
ont_10_comicscharacter, 0.68, 0.56, 0.59, 1.00, 0.61, 0.00, 0.20
ont_11_meanoftransportation, 0.51, 0.39, 0.42, 1.00, 0.03, 0.00, 0.25
ont_12_monument, 0.24, 0.25, 0.24, 1.00, 0.00, 0.00, 0.12
ont_13_food, 0.69, 0.59, 0.62, 1.00, 0.02, 0.00, 0.07
ont_14_writtenwork, 0.64, 0.58, 0.60, 1.00, 0.07, 0.00, 0.22
ont_15_sportsteam, 0.65, 0.53, 0.57, 1.00, 0.02, 0.00, 0.09
ont_16_city, 0.55, 0.50, 0.52, 1.00, 0.36, 0.00, 0.26
ont_17_artist, 0.45, 0.35, 0.39, 1.00, 0.01, 0.00, 0.08
ont_18_scientist, 0.78, 0.71, 0.73, 1.00, 0.00, 0.00, 0.23
ont_19_film, 0.44, 0.40, 0.41, 1.00, 0.01, 0.00, 0.19
