onto, P, R, F1, OC, SH, RH, OH
ont_1_university, 0.10, 0.08, 0.08, 0.28, 0.00, 0.72, 0.00
ont_2_musicalwork, 0.00, 0.00, 0.00, 0.28, 0.02, 0.72, 0.00
ont_3_airport, 0.02, 0.02, 0.02, 0.23, 0.00, 0.77, 0.00
ont_4_building, 0.11, 0.11, 0.11, 0.40, 0.00, 0.60, 0.00
ont_5_athlete, 0.01, 0.01, 0.01, 0.01, 0.00, 0.99, 0.00
ont_6_politician, 0.02, 0.03, 0.02, 0.17, 0.00, 0.83, 0.01
ont_7_company, 0.01, 0.01, 0.01, 0.18, 0.00, 0.82, 0.00
ont_8_celestialbody, 0.00, 0.00, 0.00, 0.01, 0.00, 0.99, 0.00
ont_9_astronaut, 0.02, 0.01, 0.02, 0.02, 0.00, 0.98, 0.00
ont_10_comicscharacter, 0.15, 0.11, 0.12, 0.67, 0.01, 0.33, 0.02
ont_11_meanoftransportation, 0.09, 0.08, 0.09, 0.48, 0.01, 0.52, 0.02
ont_12_monument, 0.01, 0.02, 0.02, 0.40, 0.00, 0.60, 0.00
ont_13_food, 0.04, 0.04, 0.04, 0.32, 0.01, 0.68, 0.03
ont_14_writtenwork, 0.17, 0.14, 0.15, 0.57, 0.01, 0.43, 0.02
ont_15_sportsteam, 0.13, 0.12, 0.12, 0.33, 0.00, 0.67, 0.00
ont_16_city, 0.09, 0.14, 0.11, 0.40, 0.01, 0.60, 0.02
ont_17_artist, 0.23, 0.18, 0.20, 0.49, 0.00, 0.51, 0.01
ont_18_scientist, 0.03, 0.04, 0.03, 0.11, 0.01, 0.89, 0.01
ont_19_film, 0.04, 0.07, 0.05, 0.20, 0.00, 0.80, 0.01
