onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.23, 0.30, 0.24, 0.61, 0.03, 0.39, 0.02
ont_2_music, 0.24, 0.37, 0.28, 0.67, 0.02, 0.33, 0.02
ont_3_sport, 0.14, 0.27, 0.17, 0.48, 0.01, 0.52, 0.00
ont_4_book, 0.24, 0.31, 0.26, 0.58, 0.02, 0.42, 0.01
ont_5_military, 0.05, 0.11, 0.07, 0.10, 0.00, 0.90, 0.03
ont_6_computer, 0.15, 0.25, 0.18, 0.41, 0.01, 0.59, 0.02
ont_7_space, 0.27, 0.58, 0.37, 0.35, 0.02, 0.65, 0.01
ont_8_politics, 0.20, 0.41, 0.26, 0.51, 0.01, 0.49, 0.04
ont_9_nature, 0.18, 0.45, 0.24, 0.54, 0.00, 0.46, 0.01
ont_10_culture, 0.03, 0.05, 0.04, 0.41, 0.00, 0.59, 0.00
