median
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.141821, 0.300000, 0.191987, 0.555119, 0.000000, 0.444881, 0.000000
wikidata_tekgen, verified, 0.186482, 0.306114, 0.240677, 0.496655, 0.009859, 0.503345, 0.013843
wikidata_tekgen, all, 0.154024, 0.272595, 0.185520, 0.441806, 0.016915, 0.558194, 0.017569
dbpedia_webnlg, all, 0.035839, 0.039150, 0.035699, 0.283153, 0.002625, 0.716847, 0.004545

p-25
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.088828, 0.181217, 0.119268, 0.330729, 0.000000, 0.357639, 0.000000
wikidata_tekgen, verified, 0.141007, 0.255580, 0.174533, 0.406767, 0.004077, 0.425462, 0.005861
wikidata_tekgen, all, 0.116711, 0.230348, 0.155035, 0.344789, 0.009829, 0.490224, 0.011511
dbpedia_webnlg, all, 0.015018, 0.016125, 0.016342, 0.177857, 0.000000, 0.598557, 0.000000

p-75
dataset, subset, P, R, F1, OC, SH, RH, OH
wikidata_tekgen, unseen, 0.162500, 0.326923, 0.216667, 0.642361, 0.000000, 0.669271, 0.072917
wikidata_tekgen, verified, 0.234947, 0.402122, 0.258978, 0.574538, 0.018229, 0.593233, 0.021390
wikidata_tekgen, all, 0.198669, 0.323290, 0.221699, 0.509776, 0.026112, 0.655211, 0.023905
dbpedia_webnlg, all, 0.102618, 0.112190, 0.106996, 0.401443, 0.008871, 0.822143, 0.015971

