onto, P, R, F1, OC, SH, RH, OH
ont_1_movie, 0.12, 0.33, 0.16, 0.48, 0.04, 0.52, 0.03
ont_2_music, 0.13, 0.43, 0.18, 0.59, 0.05, 0.41, 0.03
ont_3_sport, 0.08, 0.38, 0.12, 0.45, 0.02, 0.55, 0.03
ont_4_book, 0.10, 0.39, 0.15, 0.46, 0.04, 0.54, 0.02
ont_5_military, 0.04, 0.24, 0.07, 0.12, 0.02, 0.88, 0.03
ont_6_computer, 0.09, 0.36, 0.14, 0.33, 0.03, 0.67, 0.03
ont_7_space, 0.09, 0.50, 0.15, 0.21, 0.02, 0.79, 0.02
ont_8_politics, 0.07, 0.43, 0.12, 0.36, 0.03, 0.64, 0.04
ont_9_nature, 0.06, 0.35, 0.10, 0.38, 0.03, 0.62, 0.04
ont_10_culture, 0.01, 0.11, 0.03, 0.25, 0.03, 0.75, 0.02
